Gene A,Gene B,Uniprot A,Uniprot B,Symbol A,Symbol B,,,
7024,29842,Q12800-2,Q9NZI6,TFCP2,TFCP2L1,,,
5433,81488,O15514,P0CAP2-3,POLR2D,GRINL1A,,,
10673,4217,Q9Y275,Q99683,TNFSF13B,MAP3K5,,,
54536,11336,Q8TAG9,Q6P2E8,EXOC6,EXOC3,,,
9412,892,Q13503,E5RFK5,MED21,CCNC,,,
340348,144100,Q86UF1,Q6IQ23-2,TSPAN33,PLEKHA7,,,
2994,64901,UNKNOWN,Q9H2T7,GYPB,RANBP17,,,
6258,6256,P48443,P19793,RXRG,RXRA,,,
9402,9101,O75791,P40818,GRAP2,USP8,,,
56139,56136,Q9Y5I2-2,Q9Y5I0-2,PCDHA10,PCDHA13,,,
5916,5914,P13631,P10276-2,RARG,RARA,,,
6602,6601,Q96GM5-2,Q8TAQ2-2,SMARCD1,SMARCC2,,,
150684,23412,Q8N668,Q9UBI1,COMMD1,COMMD3,,,
51222,3065,Q9P2Y4,Q13547,ZNF219,HDAC1,,,
7058,7057,P35442,P07996,THBS2,THBS1,,,
1031,1019,P42773,P11802,CDKN2C,CDK4,,,
343068,653619,Q5TYX0,Q5VWM5,PRAMEF5,PRAMEF15,,,
5165,5163,Q15120,B7Z207,PDK3,PDK1,,,
9218,9885,Q9P0L0-2,Q9H1P3-2,VAPA,OSBPL2,,,
2874,29123,Q13227,Q6UB99,GPS2,ANKRD11,,,
55916,3631,Q9NPJ8-2,Q96PE3-2,NXT2,INPP4A,,,
11235,8428,Q9BUL8,Q9Y6E0-2,PDCD10,STK24,,,
5127,5128,Q00536,Q00537,CDK16,CDK17,,,
10007,132789,P46926,B4DJF3,GNPDA1,GNPDA2,,,
29122,100287362,Q9UI38,B3KUP4,PRSS50,PRSS46,,,
51686,51582,A2A457,O14977,OAZ3,AZIN1,,,
830,51177,P47755,Q53GL0,CAPZA2,PLEKHO1,,,
144195,6515,Q8TDB8-2,P11169,SLC2A14,SLC2A3,,,
1420,1419,P07315,P07316,CRYGC,CRYGB,,,
1017,890,P24941,P20248,CDK2,CCNA2,,,
10438,51010,Q13901,Q9NQT5,C1D,EXOSC3,,,
22872,57410,O94979-2,Q96KG9-2,SEC31A,SCYL1,,,
10018,4170,O43521-12,Q07820,BCL2L11,MCL1,,,
55138,23476,Q86YD7,O60885,FAM90A1,BRD4,,,
387032,127253,Q969J2,Q6IPR3,ZKSCAN4,TYW3,,,
64794,4025,Q9H8H2,P22079,DDX31,LPO,,,
28952,404636,O60826,Q8TCE6-2,CCDC22,FAM45A,,,
55653,80725,Q8TDM0-3,Q9C0H9-5,BCAS4,SRCIN1,,,
340578,139170,Q5VW00,Q5VU92,DCAF12L2,DCAF12L1,,,
56139,9752,Q9Y5I2-2,Q9Y5H5,PCDHA10,PCDHA9,,,
84859,57572,Q96II8-2,Q96HP0,LRCH3,DOCK6,,,
340146,56261,Q5M8T2,Q9NPB8,SLC35D3,GPCPD1,,,
4010,23635,O60663-2,D6RH18,LMX1B,SSBP2,,,
6657,11166,P48431,Q9Y651,SOX2,SOX21,,,
55040,22905,Q9H201-2,O95208-2,EPN3,EPN2,,,
4857,4858,P51513-4,Q9UNW9,NOVA1,NOVA2,,,
80183,7405,Q9H714-3,Q9P2Y5,C13orf18,UVRAG,,,
5372,5373,Q92871,O15305,PMM1,PMM2,,,
55614,22879,Q96L93-2,Q7L1V2,KIF16B,MON1B,,,
8030,9989,Q16204,Q8TF05-2,CCDC6,PPP4R1,,,
55093,8438,Q96HA8,Q92698,WDYHV1,RAD54L,,,
2938,2940,P08263,Q5JW85,GSTA1,GSTA3,,,
1577,1551,P20815,P24462,CYP3A5,CYP3A7,,,
3098,80201,P19367-2,Q2TB90,HK1,HKDC1,,,
8665,8667,O00303,O15372,EIF3F,EIF3H,,,
58485,51112,Q9Y5R8,Q8WVT3,TRAPPC1,TTC15,,,
5608,5606,P52564-2,P46734-2,MAP2K6,MAP2K3,,,
66002,11283,Q9HCS2,P98187,CYP4F12,CYP4F8,,,
9217,9885,O95292,Q9H1P3-2,VAPB,OSBPL2,,,
51397,54939,Q9Y6G5,Q9H0A8,COMMD10,COMMD4,,,
58516,5931,Q9NP50,Q16576,FAM60A,RBBP7,,,
6389,135154,P31040,Q5VUM1,SDHA,C6orf57,,,
29086,84142,Q9NWV8,Q6UWZ7,BABAM1,FAM175A,,,
6867,10579,O75410-2,O95359-3,TACC1,TACC2,,,
65983,9813,Q96HH9,O75071,GRAMD3,KIAA0494,,,
5305,8396,P48426,P78356,PIP4K2A,PIP4K2B,,,
1068,134359,Q12798,Q8NA72-3,CETN1,POC5,,,
3091,4624,Q16665,P13533,HIF1A,MYH6,,,
81493,5630,Q9H7C4-2,P41219-2,SYNC,PRPH,,,
80342,26127,Q9Y228-3,Q9NVK5-2,TRAF3IP3,FGFR1OP2,,,
23764,4779,Q9ULX9,Q14494-2,MAFF,NFE2L1,,,
1559,1557,P11712,P33261,CYP2C9,CYP2C19,,,
2983,2977,Q02153-2,P33402,GUCY1B3,GUCY1A2,,,
989,151011,Q16181-2,Q9P0V9-2,SEPT7,SEPT10,,,
8641,56101,Q9UN71-2,Q9Y5G0-2,PCDHGB4,PCDHGB5,,,
79833,54960,Q8WXD5,Q9NWZ8,GEMIN6,GEMIN8,,,
54951,23412,Q9NX08,Q9UBI1,COMMD8,COMMD3,,,
92595,9644,Q96H86,Q5TCZ1-3,ZNF764,SH3PXD2A,,,
11171,55323,Q9Y3F4,Q9BRS8,STRAP,LARP6,,,
10920,8533,Q99627,Q9UNS2,COPS8,COPS3,,,
440387,1504,Q6GPI1,P17538,CTRB2,CTRB1,,,
2778,2774,P63092,P38405,GNAS,GNAL,,,
51397,28952,Q9Y6G5,O60826,COMMD10,CCDC22,,,
23144,5042,Q8IXZ2,Q9H361,ZC3H3,PABPC3,,,
7090,4620,Q04726-2,Q9UKX2,TLE3,MYH2,,,
23412,54939,Q9UBI1,Q9H0A8,COMMD3,COMMD4,,,
8668,8667,Q13347,O15372,EIF3I,EIF3H,,,
266629,284904,Q9UDX4,Q9UDX3,SEC14L3,SEC14L4,,,
892,23097,E5RFK5,B4DUB1,CCNC,CDK19,,,
28511,54438,Q9NYR9-2,Q9NXC2,NKIRAS2,GFOD1,,,
54453,84779,E7EPJ1,Q9BSU3,RIN2,NAA11,,,
84502,9411,Q96JJ6,Q52LW3,JPH4,ARHGAP29,,,
9318,8533,P61201-2,Q9UNS2,COPS2,COPS3,,,
56139,56138,Q9Y5I2-2,Q9Y5I1-2,PCDHA10,PCDHA11,,,
30011,9656,Q96B97,Q14676-2,SH3KBP1,MDC1,,,
58490,55197,Q9NQG5,Q96P16-2,RPRD1B,RPRD1A,,,
51256,7248,Q9P0N9,Q92574,TBC1D7,TSC1,,,
10307,9886,O95704,O94844,APBB3,RHOBTB1,,,
5998,1384,P49796-4,P43155-2,RGS3,CRAT,,,
79075,5984,Q9BVC3,P35249,DSCC1,RFC4,,,
6418,29803,Q01105-2,Q9BWE0,SET,REPIN1,,,
139422,4115,Q96LZ2,O15481,MAGEB10,MAGEB4,,,
85403,8178,Q96JC9,P55199,EAF1,ELL,,,
4735,55964,Q15019-2,Q9UH03-2,SEPT2,SEPT3,,,
23493,23462,Q9UBP5,Q9Y5J3-2,HEY2,HEY1,,,
84861,91179,Q53GT1,Q96GP6,KLHL22,SCARF2,,,
51550,79029,Q9BW66,Q9BVQ7-2,CINP,SPATA5L1,,,
56110,56107,Q9Y5G8-2,Q9Y5G4-2,PCDHGA5,PCDHGA9,,,
51122,28952,Q86X83,O60826,COMMD2,CCDC22,,,
9666,7073,Q86Y13,Q01085,DZIP3,TIAL1,,,
1487,7799,Q13363,Q13029-2,CTBP1,PRDM2,,,
10980,8533,Q7L5N1,Q9UNS2,COPS6,COPS3,,,
2267,83874,Q08830,Q9BXI6,FGL1,TBC1D10A,,,
55327,143098,Q9NUP9,Q5T2T1,LIN7C,MPP7,,,
26133,100290337,E1P5Q0,F5H0Y5,TRPC4AP,LOC100290337,,,
54785,57489,Q96GS4,Q9ULJ1-2,C17orf59,ODF2L,,,
51122,23412,Q86X83,Q9UBI1,COMMD2,COMMD3,,,
10671,10120,O00399,P42025,DCTN6,ACTR1B,,,
5533,4772,P48454,O95644-2,PPP3CC,NFATC1,,,
8562,28985,O43583,Q9ULC4-2,DENR,MCTS1,,,
6925,124790,P15884,Q96MH2,TCF4,HEXIM2,,,
1432,8569,Q16539-3,Q9BUB5-2,MAPK14,MKNK1,,,
5577,11214,P31323,Q12802-2,PRKAR2B,AKAP13,,,
2263,2261,P21802-10,P22607-2,FGFR2,FGFR3,,,
5516,55171,P62714,Q9NVR7,PPP2CB,TBCCD1,,,
11091,8085,P61964,O14686-3,WDR5,MLL2,,,
5993,8625,P48382,O14593-2,RFX5,RFXANK,,,
401541,23421,Q6IPU0,Q13352-5,CENPP,ITGB3BP,,,
8665,10480,O00303,Q7L2H7,EIF3F,EIF3M,,,
191,79078,P23526,Q9BV19,AHCY,C1orf50,,,
1731,5413,Q8WYJ6,Q99719,SEPT1,SEPT5,,,
3014,8348,P16104,P23527,H2AFX,HIST1H2BO,,,
57692,163126,Q9HCI5,Q8N6I1,MAGEE1,EID2,,,
11243,23046,Q6P1K2,O75037-2,PMF1,KIF21B,,,
1819,51389,P55039,Q9H446,DRG2,RWDD1,,,
391004,343071,Q5VTA0,O60809,PRAMEF17,PRAMEF10,,,
251,10600,P10696,Q9Y5T5-2,ALPPL2,USP16,,,
170622,51397,Q7Z4G1-2,Q9Y6G5,COMMD6,COMMD10,,,
7091,166,Q5JSZ1,Q08117,TLE4,AES,,,
51411,274,Q9UBW5,O00499-11,BIN2,BIN1,,,
79172,23421,Q9BU64,Q13352-5,CENPO,ITGB3BP,,,
25936,147841,Q96IY1,Q8NBT2,NSL1,SPC24,,,
55559,79441,Q99871-2,Q68CZ6,HAUS7,HAUS3,,,
3284,3283,P26439,P14060,HSD3B2,HSD3B1,,,
8667,51386,O15372,Q9Y262,EIF3H,EIF3L,,,
548593,79008,UNKNOWN,Q9BQ83,SLX1A,SLX1B,,,
57226,4706,Q9NU23,O14561,LYRM2,NDUFAB1,,,
1549,1553,P20853,Q16696,CYP2A7,CYP2A13,,,
3014,3017,P16104,P58876,H2AFX,HIST1H2BD,,,
112936,51699,Q4G0F5,Q9UBQ0-2,VPS26B,VPS29,,,
1031,1021,P42773,Q00534,CDKN2C,CDK6,,,
29993,22837,Q9BY11,Q53SF7-2,PACSIN1,COBLL1,,,
9844,9732,Q92556,Q8N1I0-3,ELMO1,DOCK4,,,
55038,55844,Q9BXL8,Q66LE6,CDCA4,PPP2R2D,,,
54575,54577,Q9HAW8,E7ETV7,UGT1A10,UGT1A7,,,
4088,4087,P84022,Q15796-2,SMAD3,SMAD2,,,
2342,23426,P49356,Q9Y3R0-2,FNTB,GRIP1,,,
8027,9146,Q92783-2,O14964-2,STAM,HGS,,,
5971,4791,Q01201,Q00653,RELB,NFKB2,,,
81562,5743,Q9H0V9-2,P35354,LMAN2L,PTGS2,,,
5499,284352,P62136,B5MDA4,PPP1CA,LRRC68,,,
10980,10987,Q7L5N1,Q92905,COPS6,COPS5,,,
3420,3421,O43837-2,P51553,IDH3B,IDH3G,,,
5261,5255,P15735,P46020-2,PHKG2,PHKA1,,,
5501,286262,P36873-2,Q4KMQ1-2,PPP1CC,TPRN,,,
5137,5136,Q14123-2,P54750-2,PDE1C,PDE1A,,,
27342,9135,Q9UJ41-2,Q15276,RABGEF1,RABEP1,,,
2983,2982,Q02153-2,Q02108,GUCY1B3,GUCY1A3,,,
56139,56141,Q9Y5I2-2,Q9UN72,PCDHA10,PCDHA7,,,
9338,55818,Q15170-2,Q9Y4C1,TCEAL1,KDM3A,,,
23412,404636,Q9UBI1,Q8TCE6-2,COMMD3,FAM45A,,,
54221,1756,Q9NY99-2,Q8N754,SNTG2,DMD,,,
5137,5153,Q14123-2,Q01064-2,PDE1C,PDE1B,,,
7090,4619,Q04726-2,P12882,TLE3,MYH1,,,
51028,84313,Q86VN1,Q9BRG1,VPS36,VPS25,,,
55081,11151,Q9NWB7,P31146,IFT57,CORO1A,,,
8440,8976,O43639,O00401,NCK2,WASL,,,
401541,79682,Q6IPU0,Q71F23-2,CENPP,MLF1IP,,,
6945,51085,Q9UH92-2,Q9NP71-3,MLX,MLXIPL,,,
55257,347918,Q9NV56,Q6ZTU2,C20orf20,EP400NL,,,
3516,9794,Q06330-4,Q92585,RBPJ,MAML1,,,
25791,5580,Q8N5V2,Q05655,NGEF,PRKCD,,,
9112,5931,Q13330-2,Q16576,MTA1,RBBP7,,,
1876,84108,O75461,Q9BYE7,E2F6,PCGF6,,,
8503,8660,Q92569,Q9Y4H2,PIK3R3,IRS2,,,
11123,5530,Q9UKA8,Q08209-2,RCAN3,PPP3CA,,,
5568,5577,P22612,P31323,PRKACG,PRKAR2B,,,
3987,55742,B7Z7R3,Q9NVD7,LIMS1,PARVA,,,
7023,8945,Q01664,Q9Y297-2,TFAP4,BTRC,,,
92597,26524,Q7L9L4,Q9NRM7,MOBKL1A,LATS2,,,
205860,4534,Q8N7C3,Q13496,TRIML2,MTM1,,,
140689,11073,Q9NTU7,Q92547,CBLN4,TOPBP1,,,
401285,6953,B9ZVM9,Q12799,TCP10L2,TCP10,,,
5977,6602,Q92785,Q96GM5-2,DPF2,SMARCD1,,,
126003,58485,Q8IUR0,Q9Y5R8,TRAPPC5,TRAPPC1,,,
1068,129049,Q12798,Q2NKQ1-4,CETN1,SGSM1,,,
22977,246181,O95154,Q8NHP1,AKR7A3,AKR7L,,,
8513,90678,P07098,Q6UWE0-3,LIPF,LRSAM1,,,
79577,123169,Q6P1J9,Q8WVC0-2,CDC73,LEO1,,,
5968,5967,P48304,P05451,REG1B,REG1A,,,
1973,25998,P60842,Q9P2D0-2,EIF4A1,IBTK,,,
55662,4793,Q9NWT6,Q15653-2,HIF1AN,NFKBIB,,,
89790,400709,Q96LC7-2,A6NMB1,SIGLEC10,SIGLEC16,,,
2870,2869,P43250-2,P34947,GRK6,GRK5,,,
2983,439921,Q02153-2,P84157,GUCY1B3,MXRA7,,,
55600,142683,Q8WWA0,Q8WWU7,ITLN1,ITLN2,,,
80006,51112,A5PLN9-2,Q8WVT3,C5orf44,TTC15,,,
146540,57673,A8K8V0-2,Q5T5X7,ZNF785,BEND3,,,
151987,57223,Q9NY27,Q5MIZ7-2,PPP4R2,SMEK2,,,
10438,11340,Q13901,Q96B26,C1D,EXOSC8,,,
7186,329,Q12933-2,Q13490,TRAF2,BIRC2,,,
55327,8573,Q9NUP9,O14936-3,LIN7C,CASK,,,
30014,728712,A8MT71,Q9NS26,SPANXA1,SPANXA2,,,
10738,10739,O75679,O75678-2,RFPL3,RFPL2,,,
142684,282808,Q8WXH6,P0C0E4,RAB40A,RAB40AL,,,
64900,9663,E9PG51,Q92539,LPIN3,LPIN2,,,
11171,26099,Q9Y3F4,Q7Z422-2,STRAP,C1orf144,,,
170622,404636,Q7Z4G1-2,Q8TCE6-2,COMMD6,FAM45A,,,
144363,2108,Q6IPR1,P13804,LYRM5,ETFA,,,
9230,22841,Q15907,Q3I768,RAB11B,RAB11FIP2,,,
339010,100287399,Q6S5H4,E7EQC9,POTEB,LOC100287399,,,
170622,51122,Q7Z4G1-2,Q86X83,COMMD6,COMMD2,,,
5499,5511,P62136,Q12972-2,PPP1CA,PPP1R8,,,
4010,170463,O60663-2,Q9BWG4,LMX1B,SSBP4,,,
55174,55726,Q9NVR2,Q9NVM9,INTS10,C12orf11,,,
1163,1017,P61024,P24941,CKS1B,CDK2,,,
158506,25962,Q8N7E2,Q69YN4-2,ZNF645,KIAA1429,,,
28952,23412,O60826,Q9UBI1,CCDC22,COMMD3,,,
51762,79778,Q92930,Q8IY33-5,RAB8B,MICALL2,,,
49876,374659,UNKNOWN,Q8N4P3,WRAP73,HDDC3,,,
9094,5593,Q13432,Q13237,UNC119,PRKG2,,,
6638,6627,P63162,P09661,SNRPN,SNRPA1,,,
55964,23157,Q9UH03-2,Q14141-2,SEPT3,SEPT6,,,
5578,5579,P17252,P05771-2,PRKCA,PRKCB,,,
817,815,Q13557-10,Q9UQM7-2,CAMK2D,CAMK2A,,,
11130,79980,O95229,Q9H410,ZWINT,DSN1,,,
4616,4216,O75293,Q9Y6R4-2,GADD45B,MAP3K4,,,
63978,9139,Q9GZV8,O43439-4,PRDM14,CBFA2T2,,,
7004,25937,Q15561,Q9GZV5,TEAD4,WWTR1,,,
11120,10385,Q7KYR7,Q8WVV5,BTN2A1,BTN2A2,,,
9752,56141,Q9Y5H5,Q9UN72,PCDHA9,PCDHA7,,,
1442,2688,UNKNOWN,P01241-2,CSH1,GH1,,,
3065,116092,Q13547,Q9H147,HDAC1,DNTTIP1,,,
79863,84078,Q8N0V3,Q8WVZ9,RBFA,KBTBD7,,,
7391,7392,P22415,Q15853-2,USF1,USF2,,,
1911,22955,P78364,Q96GD3-3,PHC1,SCMH1,,,
55662,57524,Q9NWT6,Q8WXD9,HIF1AN,CASKIN1,,,
201965,27309,Q6NW29,Q9Y3S2,RWDD4,ZNF330,,,
339010,388468,Q6S5H4,B2RU33-2,POTEB,POTEC,,,
10987,9318,Q92905,P61201-2,COPS5,COPS2,,,
126003,51112,Q8IUR0,Q8WVT3,TRAPPC5,TTC15,,,
55423,140885,Q9P1W8-2,P78324-2,SIRPG,SIRPA,,,
672,580,P38398-2,Q99728,BRCA1,BARD1,,,
6657,8403,P48431,O95416,SOX2,SOX14,,,
92595,10529,Q96H86,O76041,ZNF764,NEBL,,,
5261,5260,P15735,Q16816,PHKG2,PHKG1,,,
5501,170954,P36873-2,Q6NYC8,PPP1CC,KIAA1949,,,
27238,8449,Q92917,O60231,GPKOW,DHX16,,,
55603,64778,Q96IP4-2,Q53EP0,FAM46A,FNDC3B,,,
10438,51013,Q13901,Q9Y3B2,C1D,EXOSC1,,,
79723,23431,Q9H5I1-3,Q9UPM8,SUV39H2,AP4E1,,,
9184,699,O43684-2,O43683,BUB3,BUB1,,,
79029,3303,Q9BVQ7-2,F5GZ62,SPATA5L1,HSPA1A,,,
9815,8874,Q14161,Q14155-1,GIT2,ARHGEF7,,,
10138,84108,Q8IY57,Q9BYE7,YAF2,PCGF6,,,
10256,9266,UNKNOWN,Q99418-2,CNKSR1,CYTH2,,,
4969,140460,P20774,Q9H672,OGN,ASB7,,,
149371,54536,Q8IYI6,Q8TAG9,EXOC8,EXOC6,,,
4735,23157,Q15019-2,Q14141-2,SEPT2,SEPT6,,,
7881,8514,Q14722-2,Q13303-2,KCNAB1,KCNAB2,,,
5191,5194,O00628,Q92968,PEX7,PEX13,,,
7474,81029,P41221-2,Q9H1J7,WNT5A,WNT5B,,,
79980,147841,Q9H410,Q8NBT2,DSN1,SPC24,,,
6192,140032,P22090,Q8TD47,RPS4Y1,RPS4Y2,,,
9094,27143,Q13432,Q9ULE6,UNC119,KIAA1274,,,
2566,2565,P18507,Q8N1C3,GABRG2,GABRG1,,,
79947,116150,Q86SQ9-2,Q96E22,DHDDS,NUS1,,,
282809,100528030,Q8TC44,F5H460,POC1B,POC1B-GALNT4,,,
1017,9134,P24941,O96020,CDK2,CCNE2,,,
9586,1386,Q02930-2,P15336,CREB5,ATF2,,,
154743,9681,Q1RMZ1,O75140-3,C7orf60,DEPDC5,,,
256227,26872,Q6NZ63,Q9UHE8,STEAP1B,STEAP1,,,
340069,122011,A1A519-2,Q8N752,FAM170A,CSNK1A1L,,,
55707,1173,Q9NVZ3,Q96CW1-2,NECAP2,AP2M1,,,
8905,54812,P56377,Q6ULP2-2,AP1S2,AFTPH,,,
8945,79083,Q9Y297-2,Q9BV36-2,BTRC,MLPH,,,
5499,286262,P62136,Q4KMQ1-2,PPP1CA,TPRN,,,
10381,9787,Q13509,Q15398,TUBB3,DLGAP5,,,
56970,6314,Q14CW9-2,O15265-2,ATXN7L3,ATXN7,,,
23321,10612,D3DP09,O75382,TRIM2,TRIM3,,,
8674,8774,O75379-2,Q99747,VAMP4,NAPG,,,
170622,54939,Q7Z4G1-2,Q9H0A8,COMMD6,COMMD4,,,
6351,27109,UNKNOWN,Q99766,CCL4,ATP5S,,,
9306,8065,O14544,Q93034,SOCS6,CUL5,,,
170622,54951,Q7Z4G1-2,Q9NX08,COMMD6,COMMD8,,,
389,387,P08134,P61586,RHOC,RHOA,,,
5993,5994,P48382,O00287,RFX5,RFXAP,,,
54951,404636,Q9NX08,Q8TCE6-2,COMMD8,FAM45A,,,
9218,9217,Q9P0L0-2,O95292,VAPA,VAPB,,,
56145,56142,Q9Y5H8-2,Q9UN73-2,PCDHA3,PCDHA6,,,
6617,6619,Q16533,Q92966,SNAPC1,SNAPC3,,,
7280,56604,Q13885,Q99867,TUBB2A,TUBB4Q,,,
112752,55764,Q96FT9-2,Q9HBG6-2,C14orf179,IFT122,,,
9094,5152,Q13432,O76083-14,UNC119,PDE9A,,,
6399,58485,O14582,Q9Y5R8,TRAPPC2,TRAPPC1,,,
3605,3558,Q16552,P60568,IL17A,IL2,,,
3178,144983,P09651-2,Q32P51,HNRNPA1,HNRNPA1L2,,,
2067,84464,P07992,Q8IY92-2,ERCC1,SLX4,,,
55327,8777,Q9NUP9,E7EPZ1,LIN7C,MPDZ,,,
60561,55850,Q6NUQ1,Q9NZ43,RINT1,USE1,,,
5578,5582,P17252,P05129,PRKCA,PRKCG,,,
149420,51496,Q8N165,Q05D32,PDIK1L,CTDSPL2,,,
79682,23421,Q71F23-2,Q13352-5,MLF1IP,ITGB3BP,,,
2957,9519,P52655,P62380,GTF2A1,TBPL1,,,
84057,29893,Q9BWT6,Q9P2W1,MND1,PSMC3IP,,,
156,157,P25098,P35626,ADRBK1,ADRBK2,,,
55327,10207,Q9NUP9,Q8NI35-2,LIN7C,INADL,,,
51435,81035,Q6AZY7-2,Q5KU26,SCARA3,COLEC12,,,
1068,57577,Q12798,Q8NCU4,CETN1,KIAA1407,,,
2634,2635,P32456,Q9H0R5,GBP2,GBP3,,,
4154,55796,Q9NR56-2,Q9NUK0-2,MBNL1,MBNL3,,,
3813,100287457,UNKNOWN,Q14943,KIR3DS1,LOC100287457,,,
6730,6729,Q9UHB9-2,P61011,SRP68,SRP54,,,
6399,51112,O14582,Q8WVT3,TRAPPC2,TTC15,,,
55138,441315,Q86YD7,A8MXJ8,FAM90A1,FAM90A5,,,
989,23157,Q16181-2,Q14141-2,SEPT7,SEPT6,,,
10634,22924,Q99501-2,Q9UPY8-2,GAS2L1,MAPRE3,,,
1917,1936,Q05639,P29692-2,EEF1A2,EEF1D,,,
54600,54577,O60656,E7ETV7,UGT1A9,UGT1A7,,,
1407,1408,Q16526,Q49AN0-2,CRY1,CRY2,,,
170622,28952,Q7Z4G1-2,O60826,COMMD6,CCDC22,,,
3419,3421,P50213,P51553,IDH3A,IDH3G,,,
10533,64422,O95352,Q9NT62-2,ATG7,ATG3,,,
6776,6777,P42229,P51692,STAT5A,STAT5B,,,
60592,29970,Q9UIL1-2,Q9P0W5-2,SCOC,SCHIP1,,,
10736,2138,Q9NPC8,Q99502,SIX2,EYA1,,,
22919,667,Q15691,Q03001,MAPRE1,DST,,,
8065,30837,Q93034,O14512,CUL5,SOCS7,,,
9657,80184,Q15051,O15078,IQCB1,CEP290,,,
11275,26249,D6R9G5,Q9UH77-2,KLHL2,KLHL3,,,
80851,636,Q7L8J4,Q96G01-3,SH3BP5L,BICD1,,,
9367,2664,P51151,P31150,RAB9A,GDI1,,,
5985,5884,P40937,O75943-2,RFC5,RAD17,,,
387990,4287,Q6UXN7,P54252-2,TOMM20L,ATXN3,,,
55668,1459,Q9NWQ4-4,P19784,C14orf118,CSNK2A2,,,
124590,10083,Q495M9,Q9Y6N9,USH1G,USH1C,,,
1456,53944,Q9Y6M4-2,Q9HCP0-2,CSNK1G3,CSNK1G1,,,
644186,1062,A1L190,Q02224-2,C22orf41,CENPE,,,
79726,2887,Q6PJI9,Q13322-2,WDR59,GRB10,,,
23089,441518,Q86TG7-2,Q17RB0,PEG10,FAM127C,,,
81565,54462,Q9GZM8-2,Q9H7U1-3,NDEL1,FAM190B,,,
4103,4109,P43358,P43363,MAGEA4,MAGEA10,,,
51222,5931,Q9P2Y4,Q16576,ZNF219,RBBP7,,,
65992,80279,Q96HY6-2,Q96JB5-2,DDRGK1,CDK5RAP3,,,
55850,53407,Q9NZ43,Q9P2W9,USE1,STX18,,,
6638,9733,P63162,Q15020,SNRPN,SART3,,,
5689,143471,P20618,Q8TAA3-5,PSMB1,PSMA8,,,
441150,30,Q5I0X4,P09110,C6orf226,ACAA1,,,
5931,23512,Q16576,Q15022,RBBP7,SUZ12,,,
148281,84258,Q5T7P8-2,Q9BQG1,SYT6,SYT3,,,
2946,2948,P28161,Q03013-2,GSTM2,GSTM4,,,
347862,100294349,Q8NB37-2,B7Z1J9,PDDC1,LOC100294349,,,
10307,23221,O95704,Q9BYZ6,APBB3,RHOBTB2,,,
207063,9189,Q8N5I4,O96006,DHRSX,ZBED1,,,
150684,28952,Q8N668,O60826,COMMD1,CCDC22,,,
5713,55049,P51665,Q96EN9,PSMD7,C19orf60,,,
10980,9318,Q7L5N1,P61201-2,COPS6,COPS2,,,
54457,6872,Q5H9L4-2,P21675-2,TAF7L,TAF1,,,
58490,81488,Q9NQG5,P0CAP2-3,RPRD1B,GRINL1A,,,
57409,9811,A9UHW6,O43310-2,MIF4GD,CTIF,,,
51762,4218,Q92930,P61006,RAB8B,RAB8A,,,
7013,25913,P54274-2,Q9NUX5,TERF1,POT1,,,
9454,9455,Q9NSC5-2,Q9NSB8-2,HOMER3,HOMER2,,,
9643,347918,Q15014,Q6ZTU2,MORF4L2,EP400NL,,,
54413,22871,Q9NZ94-2,Q8N2Q7-2,NLGN3,NLGN1,,,
90203,56604,Q5JZH5,Q99867,SNX21,TUBB4Q,,,
91433,54793,A6NED2,Q7L273,RCCD1,KCTD9,,,
84612,56288,Q9BYG5,Q8TEW0-10,PARD6B,PARD3,,,
4109,29902,P43363,Q8WUB2,MAGEA10,C12orf24,,,
55610,7260,Q96JG6,Q53HC9,CCDC132,TSSC1,,,
5577,5613,P31323,P51817,PRKAR2B,PRKX,,,
11026,10288,Q8N6C8,Q8N423-2,LILRA3,LILRB2,,,
5533,23387,P48454,A1A5A8,PPP3CC,SIK3,,,
6757,280658,UNKNOWN,Q7RTT5,SSX2,SSX7,,,
51571,81553,Q9NUQ9,Q9H0Q0,FAM49B,FAM49A,,,
83608,54913,Q32NC0,Q9BUL9,C18orf21,RPP25,,,
55957,4603,Q96GY3,P10243,LIN37,MYBL1,,,
51053,890,O75496,P20248,GMNN,CCNA2,,,
245973,90423,Q8NEY4,Q96A05,ATP6V1C2,ATP6V1E2,,,
7518,54840,Q13426,Q7Z2E3-10,XRCC4,APTX,,,
60592,54149,Q9UIL1-2,Q9NYK6-3,SCOC,C21orf91,,,
51550,54955,Q9BW66,Q9NX04,CINP,C1orf109,,,
3419,3420,P50213,O43837-2,IDH3A,IDH3B,,,
57459,3065,Q8WXI9,Q13547,GATAD2B,HDAC1,,,
150368,55111,Q6ICB4,Q9NW61,FAM109B,PLEKHJ1,,,
10494,8428,O00506,Q9Y6E0-2,STK25,STK24,,,
57016,441282,O60218,C9JRZ8-2,AKR1B10,AKR1B15,,,
55268,549,Q86YB7,B4DYI6,ECHDC2,AUH,,,
84265,10621,Q9BT43,Q9H1D9,POLR3GL,POLR3F,,,
10775,83608,O95707,Q32NC0,POP4,C18orf21,,,
100271849,4205,UNKNOWN,Q02078-4,MEF2B,MEF2A,,,
90655,90316,Q8IUE0,C9JWH8,TGIF2LY,TGIF2LX,,,
159,122622,P30520,Q8N142,ADSS,ADSSL1,,,
