cluster,SymbolA,SymbolB,
883,MAP2K5,MAP3K2,
696,CDR2,CDR2L,
29,VAPB,FAM82A1,
18,CCNA2,PKMYT1,
2,FAM60A,ARID4B,
369,CACNB1,CACNB2,
482,TEX28,TMCC3,
67,CTBP1,LCORL,
20,RPRD1B,POLR2G,
37,WDR5,MLL4,
638,ALPPL2,ALPI,
161,CENPO,MLF1IP,
231,SPSB2,EPHB2,
45,COMMD4,FAM45A,
241,MBIP,TADA2A,
229,SH3GL2,SH3GL1,
1238,CDK4,OGFRL1,
87,CTNNA3,CDH3,
29,VAPA,ACBD5,
148,RFC4,ATAD5,
316,C6orf26,ARHGAP21,
361,MEMO1,HMBOX1,
65,PLOD1,COL4A6,
423,LIMS1,PARVB,
148,DSCC1,CHTF18,
196,GFOD1,RALGAPA2,
32,JMJD6,PHRF1,
160,FOS,JUNB,
494,SP6,C18orf8,
221,WHSC2,COBRA1,
1237,SULT1A1,SULT1A3,
94,PCGF2,PHC2,
593,REL,NFKB2,
478,NKAP,NKAPL,
74,GNAI1,GNAO1,
18,CDK2,CCNE1,
35,POLR3D,POLR3F,
189,TIPIN,TIMELESS,
11,MED21,MED27,
37,HCFC2,MLL4,
232,UBAP1,VPS37A,
757,CLDND1,ZDHHC5,
1018,HAL,PLEKHA3,
760,TSGA10IP,NAA16,
1060,CHRNB3,TYRO3,
49,RIPPLY1,TLE2,
1,PRPF3,TUT1,
11,MED21,MED10,
29,VAPB,FAM83G,
363,ARHGAP26,OPHN1,
93,ACTR8,RUVBL1,
256,IL6R,TBCK,
3,MRPL50,MRPS30,
23,BCL7A,SPIRE1,
36,TTC30A,CLUAP1,
578,DDX6,EDC3,
93,RUVBL2,INO80,
200,SIX2,EYA4,
62,SEPT2,SEPT10,
756,TBC1D7,KIF27,
262,STRAP,ZNFX1,
18,CKS1B,CDK3,
110,TTC35,TMEM111,
33,PSMB3,PSMB9,
52,TCF4,RUNX1T1,
74,GNAI1,RGS12,
453,CPLX1,CPLX2,
180,C13orf18,BECN1,
106,RAN,RGPD2,
26,STX12,STXBP5,
65,PLOD1,COL4A1,
106,B2M,RGPD2,
148,RFC4,CHTF18,
379,FOXP2,FOXP4,
152,TULP3,TTC21B,
48,C1D,EXOSC7,
248,MEF2B,MEF2D,
51,IMPDH2,IMPDH1,
757,CLDND1,ZDHHC8,
33,PSMB9,POMP,
369,CACNB3,CACNB2,
2,RBBP7,PHF12,
33,PSMB4,PSMB7,
353,PAK7,ARHGEF11,
18,CKS2,CCNA2,
2,FAM60A,SUDS3,
599,TFEB,TFEC,
76,CCDC53,HSBP1,
23,BCL7C,BRD7,
1199,NECAB1,NECAB3,
29,VAPB,OSBPL10,
64,MPP2,DLG1,
37,CXXC1,SETD1B,
202,GSTM3,GSTM4,
300,CDK6,CDKN2B,
8,LGALS8,CSPG4,
50,GRB2,ASAP1,
1016,BLZF1,GORASP2,
236,C10orf71,DYRK1B,
40,C16orf87,ANAPC2,
687,TP53,CUL9,
554,MSL1,MYST1,
533,HUS1B,RAD1,
11,MED19,MED26,
196,GFOD1,RALGAPB,
321,RTN1,DYRK2,
371,ELMO1,DOCK3,
371,ELMO3,DOCK1,
62,SEPT6,SEPT10,
132,TADA1,TAF6L,
396,RGS6,GNB5,
173,UBXN6,VCP,
13,AP2S1,STON2,
42,ASF1A,PAN3,
11,MED21,MED30,
2,GATAD2A,CHD5,
131,BBS1,BBS9,
127,DCTN6,DCTN1,
712,ZNF71,ZFP2,
42,ASF1A,UBN1,
13,AP1M2,AP1S1,
2,GATAD2A,HDAC1,
192,CBWD1,CBWD7,
1302,UGT2A3,UGT2A2,
50,GRB2,PIK3AP1,
223,MORF4L2,PALB2,
49,RIPPLY2,TLE4,
548,C16orf80,C6orf170,
1297,LRPAP1,VLDLR,
1305,BMP1,TLL1,
30,MEAF6,ING5,
507,ZFYVE20,EHD3,
180,NRBF2,BECN1,
642,TSSC1,VPS54,
19,DDX31,C6orf58,
113,GTF2H5,GTF2H1,
517,ASCC2,TRIP4,
344,EIF4E,EIF4G3,
24,RAB40B,RAB40AL,
11,MED19,MED13,
230,SSX2,SSX2B,
593,NFKBIA,NFKB2,
72,MEIS2,PBX1,
22,CDK15,ANXA8L2,
189,GINS3,GINS4,
11,MED21,MED28,
52,FERD3L,TCF12,
68,EIF3M,EIF3L,
263,HOXC9,AHCYL2,
45,COMMD8,COMMD5,
713,NCKIPSD,FCHSD1,
527,RIN1,KRAS,
349,VHL,ATF7IP,
8,LGALS8,PTPRJ,
287,TNFSF13B,FAM160B1,
1285,KBTBD5,C6orf204,
139,SSBP4,ISL1,
272,STAP1,SH3KBP1,
36,IFT57,IFT80,
492,DPYSL3,DPYSL2,
401,C3orf75,C17orf81,
118,MAGEA10,MAGEA9B,
371,ELMO3,DOCK3,
171,NICN1,TTLL1,
596,KIR2DS2,KIR2DS1,
2,RBBP7,ZNF521,
569,STK11,STRADA,
298,ITFG2,C12orf66,
188,C6orf72,PLEKHA5,
291,TFDP2,E2F4,
796,AGK,FXC1,
997,KATNA1,KATNB1,
93,ACTR8,RUVBL2,
219,PDK1,PDK2,
760,NAA15,C15orf63,
136,IFNA1,IFNA21,
365,CSTF2T,CSTF2,
527,RIN1,ANKS1A,
13,SNX9,SYNJ1,
236,DCAF7,ANKRD43,
88,TAF1B,TAF1D,
642,VPS53,VPS54,
291,TFDP2,E2F3,
2,GATAD2B,CHD5,
30,MEAF6,BRPF3,
11,MED18,MED8,
544,FAM109A,INPP5B,
643,PLS3,PLS1,
20,POLR2G,RECQL5,
158,PLK1S1,SCLT1,
90,COPS7B,COPS5,
55,LTBR,HDAC5,
32,JMJD6,DDX46,
572,BCL2L2,BBC3,
1295,SLC23A3,PRODH,
722,APP,CES2,
11,MED21,MED17,
87,CTNNA3,CDH12,
11,MED18,MED26,
11,MED21,MED9,
473,LRRC4C,LRRC4B,
215,DDX19A,CTIF,
372,ZNF398,ZNF282,
18,CCNA2,CDK1,
106,TMEM194A,RGPD2,
78,P4HA3,ZMYND8,
492,DPYSL5,DPYSL3,
232,VPS28,VPS37A,
10,PIP4K2A,AFF3,
401,C3orf75,ZNF639,
554,MSL2,MSL1,
27,NANOS2,CNOT6,
68,EIF3F,EIF3CL,
149,NSMCE1,SMC6,
115,PICK1,ICA1L,
47,PRKAR2B,CRYBG3,
30,MYST2,BRPF3,
26,RINT1,NBAS,
403,LPXN,PLEKHH2,
131,BBS5,BBS4,
36,TTC30A,IFT81,
355,LIN37,LIN54,
581,PRR20E,SIAH1,
266,OSGEP,C14orf142,
135,TAF8,TAF4B,
63,UNC119,C5orf30,
2,FAM60A,BRMS1,
569,CAB39L,CAB39,
36,TTC30A,TRAF3IP1,
2,RBBP7,ZNF512B,
425,SDHA,SDHAF2,
258,SPIN2B,CGGBP1,
387,AP1S2,AP1G1,
176,FIBP,KIAA0528,
31,PPP1CC,ZFYVE16,
442,AP3M1,AP3M2,
1314,BMX,CC2D1B,
728,ZNF544,ZAK,
11,MED21,MED13,
2,HMG20A,KIAA0182,
1083,RFPL3,ASNSD1,
172,DMD,SNTB1,
429,PPP6R2,ANKRD52,
45,COMMD3,COMMD5,
143,C17orf59,LOC729991,
34,CRAMP1L,GON4L,
11,MED18,MED27,
241,MBIP,CSRP2BP,
153,ARNTL2,CLOCK,
4,CCDC117,STIP1,
177,RPGR,NPHP4,
385,CHAD,CNPY4,
26,STX6,STX7,
596,KIR2DS2,KIR2DS5,
29,VAPB,PITPNM1,
126,SUZ12,EED,
20,LMO2,RECQL5,
11,MED18,MED28,
160,JUNB,CREB5,
126,AEBP2,JARID2,
158,C22orf41,MAP3K15,
2,ING2,SIN3B,
24,CUL5,RAB40C,
23,BCL7C,BRD9,
90,COPS7B,COPS2,
198,FBXO6,H6PD,
31,PPP1CC,CNST,
11,MED19,MED24,
64,MPP2,LIN7B,
332,HIST1H2BA,PHF14,
128,FNTB,FNTA,
953,AKTIP,FAM160A1,
149,NSMCE1,NDNL2,
1068,PCMT1,YDJC,
437,IKBKG,CHUK,
847,LDHB,LDHC,
94,PHC1,PHC3,
3,MRPS30,MRPL47,
733,SYNC,DES,
370,APBA3,SCAI,
49,HIF1A,MYH1,
52,MYF6,TCF4,
1296,CSK,MATK,
423,RSU1,ILK,
43,GABRA3,GABRA5,
625,DKK1,TK2,
31,PPP1CC,PPP1R2,
83,PSMD7,PSMD12,
48,EXOSC1,EXOSC3,
794,IGLL5,IGLC7,
552,GJB7,UBTD1,
204,CRBN,LOC100290337,
8,LGALS8,KIAA1549,
27,TOB1,CNOT6,
11,MED21,MED11,
35,POLR1C,POLR3G,
292,PPP2CB,FAM40B,
385,PODN,CNPY4,
625,CTNNBIP1,TK2,
235,SCOC,TBC1D30,
24,CUL5,TOP2B,
1313,DDX17,FNBP4,
449,IFI30,TTC31,
33,PSMB3,PSMA8,
423,PARVA,PARVB,
322,BCL2L1,BCL2L11,
413,HK3,HKDC1,
55,LTBR,TNIK,
23,SMARCE1,SMARCD1,
981,RAB6B,RAB6A,
38,TRAPPC5,TRAPPC2L,
363,ARHGAP26,ARHGAP10,
2,FAM60A,SAP30,
553,CDO1,LRRC58,
276,TECPR2,VPS41,
12,ZSCAN1,ZSCAN18,
127,DCTN1,DCTN2,
401,PIPOX,ELP4,
276,VPS11,TGFBRAP1,
570,GSTA2,GSTA4,
11,MED19,MED6,
533,RAD1,RAD9A,
1251,DFFA,TSPYL4,
29,VAPB,NACAD,
1304,BCAR3,NEDD9,
18,CCND3,CDKN1B,
2,ZNF219,CHD5,
13,REPS1,AAK1,
8,LGALS3,SDK1,
1195,ROPN1L,SPA17,
90,COPS7B,COPS3,
976,THUMPD3,EFHA2,
579,CLIC5,TPRN,
11,MED19,MED12L,
11,MED19,MED13L,
18,CCND1,CDKN1B,
1273,WNT7A,WNT7B,
152,C14orf179,C11orf74,
36,TTC30A,IFT52,
1,EAPP,C20orf4,
2,ING2,ARID4B,
101,ARIH1,FBXW2,
40,ANAPC13,ANAPC4,
1,TSSC4,C20orf4,
38,TRAPPC5,C4orf41,
18,CCNA2,RBL2,
7,STRBP,HNRNPR,
111,PMF1,SPC24,
52,FERD3L,TCF4,
52,MYF6,TCF12,
944,NAALADL2,NAALAD2,
38,TRAPPC2,TRAPPC2L,
764,GGA1,CLCN3,
200,SIX2,EYA3,
581,PRR20E,SIAH2,
11,MED1,MED6,
1230,TSHB,ERC1,
566,ZNF238,ATXN1L,
171,NICN1,C19orf20,
93,RUVBL2,INO80D,
463,BFSP2,TRIP11,
529,FAM167A,CDC42BPG,
91,RAP1GDS1,DIRAS1,
36,TTC30A,IFT88,
38,TRAPPC5,C5orf44,
283,KLC1,KLC3,
591,THUMPD1,PUS7,
1218,DHRS9,CHIC2,
522,ARRB2,ARR3,
254,COG6,COG8,
31,PPP1CA,PPP1R13B,
126,SUZ12,PHF1,
1,SNRPA1,PRKRIP1,
113,GTF2H2D,ERCC3,
38,TRAPPC2,C4orf41,
109,PPP2R2D,PPP2CA,
54,CETN1,EFCAB11,
34,XPC,HIST1H2BO,
234,CPSF4,WDR33,
2,RBBP7,CHD5,
397,TRAF1,TRAF6,
292,PPP2CB,PPP2R3C,
186,CEP170,DAPK3,
742,C10orf88,DOCK9,
12,ZNF232,ZSCAN20,
12,ZSCAN20,ZKSCAN3,
23,BCL7C,GLTSCR1,
2,HMG20B,PHF21A,
18,CKS1B,CCNB2,
615,SMURF2,SMAD5,
11,MED21,MED24,
140,CSNK2A2,PCGF3,
68,EIF3F,EIF3E,
52,MYF6,TCF3,
63,UNC119,LZTS1,
27,C2orf29,CNOT6,
685,KCTD13,TNFAIP1,
126,SUZ12,EZH2,
2,FAM60A,SIN3A,
160,JUNB,ATF3,
131,BBS1,BBS4,
76,C9orf128,RB1CC1,
94,PHC1,NPTXR,
135,TAF8,TAF5,
48,EXOSC1,DIS3L,
2,ING2,SAP130,
11,MED21,MED14,
363,C2CD2,ARHGAP26,
38,TRAPPC1,C4orf41,
380,PCDHB7,PCDHB12,
256,TCP10L,TBCK,
91,RAC2,RAC3,
48,EXOSC7,DIS3L,
26,SCFD2,NBAS,
149,NSMCE4A,NDNL2,
2,ING2,HDAC1,
2,RBBP7,KDM5A,
36,TTC30A,IFT46,
80,DUSP7,DUSP9,
35,POLR1C,CRCP,
4,HSF2,HSF1,
43,LRRC8B,LRRC8C,
233,RAB27B,SYTL5,
363,C2CD2,ARHGAP10,
2,HDAC1,PHF12,
66,DTNBP1,BLOC1S1,
11,MED21,MED13L,
36,IFT57,TRAF3IP1,
53,PCDHGB1,PCDH18,
67,CTBP1,NOL4,
53,PCDHGB1,PCDHGC4,
93,RUVBL2,ACTR5,
254,COG5,COG7,
1316,SEC14L3,SEC14L2,
53,PCDHGB1,PCDHB2,
38,TRAPPC1,TRAPPC6A,
45,COMMD1,COMMD5,
11,MED18,MED20,
68,EIF3G,EIF3H,
19,PATL1,IGHM,
420,PYCR1,PYCR2,
65,MMP9,COL12A1,
27,NANOS2,CNOT6L,
35,POLR3GL,POLR3E,
1224,ARHGEF38,CLASP1,
369,CACNB1,CACNB3,
2,HDAC1,TRERF1,
344,EIF4E,EIF4ENIF1,
223,MORF4L1,MRFAP1L1,
518,C16orf70,MASTL,
12,ZNF434,ZKSCAN3,
279,ATP2B2,ATP2B3,
49,RIPPLY2,TLE2,
142,ATP6V1B1,ATP6V1E2,
171,NICN1,C18orf10,
842,RASSF8,TP53BP2,
62,SEPT7,SEPT8,
163,KIAA1279,KIF13A,
29,VAPB,OSBPL11,
249,MATN4,VIPAR,
72,MAB21L2,MEIS2,
452,IRF2,IRF2BPL,
125,WDYHV1,ARFGAP3,
64,LIN7C,MPP6,
1,PRPF3,PRPF4,
23,BCL7C,SMARCC2,
2,MTA1,ZNF521,
45,COMMD6,CCDC93,
1221,GCLC,GCLM,
12,ZNF232,ZKSCAN5,
68,EIF3I,PRRC2B,
548,FAM149B1,C6orf170,
28,FAM71F2,RAB2B,
33,PSMB7,PSMB9,
33,PSMB9,PSME2,
36,IFT57,IFT88,
137,TADA3,KAT2B,
826,SERPINB6,SERPINB8,
254,COG6,COG7,
210,EXOC1,NCKAP5L,
1193,C2orf68,GNE,
663,PFN2,INF2,
158,C22orf41,SCLT1,
113,ERCC3,ERCC5,
139,IDI2,SSBP3,
499,GNPDA1,AMDHD2,
882,ARC,FER,
340,IKZF3,IKZF4,
1183,BCCIP,PAPD4,
135,TAF7L,TAF2,
55,LTBR,CCDC45,
55,LTBR,SPATS2L,
362,DOCK8,LRCH2,
88,TRIM44,TRIM47,
52,NEUROD1,TCF4,
18,CCNA2,CCNA1,
192,CBWD1,CBWD6,
695,KCNJ6,MB21D2,
25,WDR83,DCAF13,
603,GBP2,GBP7,
140,CSNK2A2,FBRS,
442,AP3M1,AP3S2,
202,GSTM2,GSTM3,
34,XPC,HIST1H2BD,
984,C6orf226,PHYH,
281,KIF3A,H3F3B,
449,IFI30,DEPDC1B,
37,CXXC1,SETD1A,
586,AKR1C2,AKR1C4,
45,COMMD8,CCDC93,
35,POLR3D,CRCP,
288,MTMR7,MTMR6,
104,RCAN3,PPP3R1,
2,ZNF219,GATAD2B,
7,APOBEC3D,APOBEC3F,
947,DBR1,C7orf11,
325,KBTBD7,KBTBD8,
438,RRM1,RRM2B,
36,TTC30A,IFT80,
484,CIRH1A,WDR43,
494,SP6,MON1A,
150,PRKAB1,PRKAA2,
426,POTEC,POTED,
72,MAB21L2,MEIS1,
2,ZNF219,MBD2,
1180,SKA3,SKA2,
100,RYBP,KDM2B,
192,CBWD1,CBWD2,
12,ZNF232,ZKSCAN4,
11,MED21,MED12L,
254,COG5,COG1,
13,AP2M1,STON2,
45,COMMD2,COMMD5,
2,HMG20B,KIAA0182,
23,BCL7A,BRD9,
2,MBD3L1,ZNF219,
254,COG5,COG8,
171,LRRC49,C19orf20,
18,CKS2,CDK2,
18,CDK2,RBL2,
249,MATN4,VPS33B,
93,RUVBL1,ACTR5,
231,EFNB2,EPHB2,
273,SMAD3,ZFYVE9,
733,NEFM,DES,
195,DIABLO,BIRC2,
150,PRKAG1,PRKAA2,
199,CTAGE6P,CTAGE5,
123,STBD1,EPM2A,
320,EIF2B2,EIF2B1,
34,H2AFX,GON4L,
327,MLLT6,DOT1L,
35,POLR3GL,POLR3C,
23,BCL7C,KIAA0240,
962,RALBP1,KIAA1826,
2,RBBP7,MTA3,
18,CCNA2,CDT1,
13,BIN2,AMPH,
1241,UPF3A,CA1,
40,ANAPC13,CDC16,
151,ABI2,NCKAP1,
19,DDX31,PROL1,
362,DOCK8,LRCH4,
131,BBS5,BBS9,
217,NAGK,ZBTB43,
219,PDK3,PDK2,
2,MBD3L1,MTA3,
23,BCL7C,SMARCD1,
300,CDK6,CDKN2D,
572,MCL1,BBC3,
180,ATG14,PIK3C3,
113,ERCC3,GTF2H4,
769,CSGALNACT1,CSGALNACT2,
1169,ARID3A,ARID3B,
219,PDHB,PDK3,
1173,MBNL1,MBNL2,
72,PKNOX1,PBX1,
31,PPP1CA,PPP1R2,
94,PHC1,CBX4,
143,C17orf59,CCDC57,
66,DTNBP1,MUTED,
37,WDR5,PAXIP1,
132,ATXN7L3,ATXN7L2,
426,CCDC41,POTEC,
2,MBD3L1,GATAD2B,
686,CYB5D2,AGTRAP,
349,ATF7IP,C11orf46,
371,ELMO1,ELMO2,
1024,TFG,SPINK5,
49,RIPPLY2,AES,
11,MED1,MED26,
26,STX7,STXBP5,
10,PIP4K2A,RTF1,
219,PDK4,PDK2,
47,PRKAR2B,AKAP1,
296,ELL3,KIAA0947,
212,BRAF,MAP2K2,
19,DDX31,CP,
502,RMND5A,WBP5,
288,MTMR9,MTMR6,
379,FOXP3,FOXP1,
2,ZNF219,MBD3,
149,ZNF597,NSMCE2,
334,DAB2,FCHO2,
815,FERMT1,FERMT2,
547,FOXR2,MYC,
2,RBBP7,ZNF423,
133,TSEN2,GREB1L,
135,TAF7L,TAF11,
33,PSMB3,PSMB7,
33,PSMB1,PSME4,
787,LLGL2,PARD6G,
40,ANAPC13,ANAPC2,
11,MED1,CDK8,
37,HCFC2,MLL,
381,HLA-DRB1,HLA-DRB5,
11,MED19,MED14,
33,PSMB3,PSME2,
139,SSBP2,ISL2,
62,SEPT1,SEPT3,
2,GATAD2B,RBBP7,
135,TAF8,TAF6,
150,PRKAG1,PRKAA1,
166,CSNK1E,CSNK1D,
35,POLR1C,POLR3F,
24,SOCS2,CUL5,
805,SYT3,SYT10,
59,TUBG2,MZT2A,
31,PPP1CC,PPP1R13B,
1088,AARSD1,TRIM45,
52,TCF4,TWIST2,
60,CXorf26,EEF1A2,
38,TRAPPC2,TRAPPC6A,
469,SPATA20,RAVER2,
19,ORM1,ORM2,
47,PRKAR2B,LOC100134230,
10,PIP4K2A,AFF4,
2,SUDS3,SIN3B,
276,VPS41,VPS18,
111,SPC24,NDC80,
100,PCGF5,RYBP,
170,MAGEA1,SPAG1,
41,DHX8,C11orf57,
11,MED19,MED17,
33,PSMG2,PSMG1,
13,AP2S1,ITSN1,
38,TRAPPC5,TRAPPC6A,
36,TTC30B,IFT52,
759,C13orf15,TLN2,
37,WDR5,CXXC1,
126,SUZ12,C17orf96,
283,C19orf46,KLC2,
566,ZNF238,CIC,
11,MED21,MED20,
2,MTA1,ZNF423,
11,MED18,MED13,
45,COMMD3,CCDC93,
81,GAPDH,GAPDHS,
11,MED18,MED17,
94,PCGF2,CBX4,
11,CCNC,MED13,
23,DPF3,ARID1B,
76,CCDC53,RB1CC1,
26,STX3,STXBP5,
148,RFC5,ATAD5,
152,TULP3,WDR35,
569,CAB39L,STRADA,
32,JMJD6,PRPF38B,
292,PPP2CB,PRR14,
33,PSMB3,POMP,
19,DDX31,IGLC2,
222,PACSIN3,COBLL1,
36,TTC30B,CLUAP1,
149,ZNF597,SMC6,
87,CTNNA3,CDH1,
111,PMF1,ZWINT,
20,POLR2D,POLR2G,
1,SNRPN,FTSJD1,
868,HOXC10,SNX15,
2,FAM60A,BRMS1L,
160,JUNB,ATF7,
2,HDAC1,SUDS3,
94,PHC1,PHC2,
30,MEAF6,MYST4,
107,EPHA1,SMG1,
19,DDX31,HP,
496,MDM4,FAM193A,
47,AKAP14,PRKAR2B,
29,VAPA,NACAD,
442,AP3M1,AP3B1,
72,PKNOX1,PBX2,
62,SEPT6,SEPT5,
162,FHL3,TJAP1,
1179,ULBP1,ULBP3,
868,SNX15,NT5C2,
48,EXOSC3,DIS3L,
25,WDR83,GPATCH1,
838,DKK4,RNPEPL1,
1056,ZFY,ZFX,
1162,XRCC4,IFFO2,
35,POLR3GL,POLR3B,
587,GABRB2,GABRB3,
109,SERTAD4,PPP2R2D,
136,IFNA5,IFNA6,
45,COMMD6,C16orf62,
981,RAB6B,RAB6C,
29,VAPA,ZFPL1,
38,TRAPPC1,TRAPPC6B,
131,BBS7,BBS9,
28,GDI1,RAB8A,
2,HDAC1,MIER3,
258,SPIN2B,ARHGAP39,
35,POLR3GL,POLR3D,
23,SMARCD1,GLTSCR1,
404,RAB11A,RAB25,
11,MED19,MED20,
42,ASF1B,PAN3,
186,CEP170,NIN,
10,AFF4,ELL2,
35,POLR1C,POLR3E,
229,ARHGAP8,SH3GL3,
265,THEM4,GSTT2,
25,WDR83,SH2B2,
1209,ASXL2,BAP1,
709,OSM,IL6ST,
35,POLR1C,POLR3C,
151,ABI2,C3orf10,
11,MED19,MED27,
18,C3orf62,EP300,
222,PACSIN3,COBL,
12,ZNF397,ZNF232,
3,THOC1,THOC7,
393,CDC73,CTR9,
635,FAM63B,CYP2J2,
36,IFT57,SYNE1,
104,TMEM200A,PPP3CC,
26,STX12,NAPG,
252,EIF1AY,KLHL36,
111,SPC24,NUF2,
25,WDR83,GPSM1,
147,PSME3,FBXL19,
47,PRKACB,LOC100134230,
38,TRAPPC5,TRAPPC6B,
858,TINAGL1,HSPG2,
102,RPP30,RPP25,
12,ZNF396,ZSCAN18,
139,SSBP2,LDB1,
27,C2orf29,CNOT6L,
755,SPDEF,MECOM,
33,PSMB2,PSMB4,
129,SDC2,DHRS2,
450,TCTEX1D2,WDR60,
45,COMMD10,COMMD5,
149,NSMCE1,NSMCE2,
14,NDUFB11,NDUFV3,
11,MED21,MED6,
49,TLE4,TLE2,
8,FCN1,FCN2,
879,ENPP6,CRLF3,
36,IFT57,IFT20,
10,CDK9,CCNT1,
74,GNAI3,GNAO1,
111,SPC25,NDC80,
733,VIM,NEFM,
493,EIF2S2,PRMT7,
102,RPP30,RPP14,
93,UCHL5,INO80E,
11,MED21,MED8,
37,WDR5,SETD1B,
217,NAGK,RAI1,
945,ERP29,GLB1L,
136,IFNA1,IFNA6,
226,ATP6V0D1,ATP6V0D2,
624,C16orf75,TOP3A,
125,WDYHV1,SBNO1,
48,EXOSC3,EXOSC7,
36,TTC30B,IFT46,
210,EXOC6,EXOC7,
617,TTC23L,IQCE,
660,CDCA3,CTDSPL,
23,SS18,BRD9,
152,C11orf74,WDR35,
222,PACSIN1,COBL,
146,PRPSAP1,IVNS1ABP,
643,LCP1,PLS1,
35,POLR1C,POLR3H,
621,ZNF576,POGZ,
1163,SLC45A2,SQRDL,
492,DPYSL5,DPYSL4,
433,CORO6,CORO1C,
625,GSTK1,TK2,
18,CCNA2,EP300,
11,MED21,MED22,
152,C14orf179,WDR19,
199,CTAGE5,MIA3,
757,CLDND1,GOLGA7,
38,TRAPPC1,C5orf44,
18,CCND3,CDKN1C,
533,HUS1,RAD9A,
683,RNF31,SHARPIN,
150,PRKAB2,PRKAA1,
40,CDC16,ANAPC2,
241,MBIP,ZZZ3,
240,KCNAB3,KCNAB2,
131,BBS1,BBS7,
119,ARPC1A,ACTR3B,
79,ENC1,KLHL25,
403,LPXN,PSTPIP2,
408,WRAP73,SSX2IP,
13,RUNDC3A,RUNDC3B,
93,UCHL5,INO80,
11,MED18,MED13L,
77,ZC3H18,ZC3H13,
20,IL17RE,GORAB,
344,EIF4E,EIF4EBP2,
548,C16orf80,ARL2BP,
107,EPHA1,KIAA1468,
2,FAM60A,SAP30L,
133,TSEN15,TSEN2,
376,RASSF2,STK3,
14,NDUFB11,NDUFB6,
360,PARD6B,WWC1,
111,DSN1,MIS12,
285,JPH4,MYO10,
11,MED19,CCNC,
23,SMARCD1,BRD7,
86,TUBB2A,EML2,
169,RGS20,TTC7B,
998,NENF,SELM,
822,MLX,CSPG5,
292,PPP2CB,CEP350,
1,SNRPN,RNPC3,
76,CCDC53,CNO,
131,BBS1,TTC8,
801,RHBDL1,MAGI3,
1,SNRPN,ZRSR2,
454,DDAH2,DDAH1,
352,NUP50,RNGTT,
6,CAP1,CAP2,
614,PRIM1,PRIM2,
40,ANAPC13,CDC26,
915,DNAJC2,HSPA14,
468,DRG1,LRRC41,
659,GHITM,C12orf73,
38,TRAPPC2,C5orf44,
36,TTC30B,IFT81,
33,PSMB1,PSMB4,
303,PPM1K,DBT,
113,GTF2H5,GTF2H4,
340,IKZF5,IKZF2,
10,PIP4K2A,MLLT3,
72,MEIS2,MEIS1,
1198,PCGF6,MGA,
870,HAO2,PPFIBP1,
367,ROCK2,ROCK1,
135,TAF7L,TAF6,
121,FBL,NAP1L2,
53,PCDHGB1,PCDHGB5,
824,EGR1,MIDN,
2,ING2,RBBP7,
100,YAF2,PCGF1,
765,MYL2,MYL5,
533,HUS1B,RAD9A,
19,DDX31,IGHM,
45,COMMD8,COMMD9,
18,CKS1B,CDT1,
90,COPS7B,COPS8,
787,LLGL2,BRWD3,
18,CDK2,RBL1,
390,GRAMD3,GRAMD1C,
23,SS18,GLTSCR1,
533,HUS1,ZFP161,
588,ETFA,ETFB,
1061,MAOA,MAOB,
327,MLLT6,GULP1,
11,MED19,MED10,
1,RSRC1,TFIP11,
64,LIN7C,KIF26B,
10,PIP4K2A,PIP4K2C,
42,ASF1A,TLK2,
1,SNRPN,ZMAT5,
146,PRPS1,PRPSAP1,
150,PRKAB1,PRKAA1,
72,LMX1B,MEIS1,
2,ZNF219,MTA1,
135,TAF8,TAF11,
23,SMARCC2,DPF1,
423,LIMS1,ILK,
30,MYCL1,KAT5,
169,RGS20,NARF,
8,LGALS8,ITGA1,
50,ASAP3,ASAP1,
338,CDCP1,VWA1,
55,GLUL,TCHP,
86,TUBB2B,EML2,
8,LGALS3,CSPG4,
376,RASSF2,STK4,
143,C1orf49,C10orf32,
49,RIPPLY1,TLE1,
172,SNTG2,UTRN,
1311,GRHL2,GRHL1,
111,NSL1,MIS12,
452,IRF2BP1,IRF2BPL,
379,FOXP3,FOXP4,
236,DCAF7,DYRK1B,
167,FKBP6,OSBP,
11,CCNC,MED12L,
820,MYLK2,RPS6KA4,
35,POLR1C,CD3EAP,
72,MAB21L1,PBX2,
10,PIP4K2A,SFRS18,
64,LIN7C,APBA1,
298,ITFG2,KIAA0467,
84,HIF1AN,ANKRD27,
11,MED18,MED6,
2,RBBP7,BRMS1L,
149,ZNF597,NSMCE1,
35,TWISTNB,RRN3,
64,LIN7C,ARHGEF26,
38,TRAPPC5,C7orf43,
421,APBB1IP,PLEKHH1,
72,MAB21L1,PBX3,
23,DPF2,ARID1B,
18,CCND1,CDKN1C,
45,VPS29,C16orf62,
443,LRRC46,WDR37,
533,HUS1B,ZFP161,
90,COPS2,LRR1,
35,POLR3D,POLR3C,
1082,PCDHB16,PCDHB6,
39,BTRC,USP37,
484,CIRH1A,NOL11,
26,STX18,NBAS,
85,TUBA1B,TCP11L2,
60,EEF1A1,EEF1D,
14,NDUFS3,NDUFV3,
586,AKR1C2,AKR1C3,
496,MDM4,PELI1,
166,CSNK1E,CRY1,
29,VAPA,OSBP2,
151,ABI2,ABI1,
283,C19orf46,KLC4,
2,MBD3L1,GATAD2A,
271,LYPD3,GALNT10,
7,STRBP,ILF2,
45,COMMD6,COMMD5,
